#SampleID	BarcodeSequence	LinkerPrimerSequence	Description	AvgSpotLen	BioSample	Experiment	Library_Name	MBases	MBytes	Run	SRA_Sample	Sample_Name	collection_date	Assay_Type	BioProject	BioSampleModel	Consent	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	LoadDate	Organism	Platform	ReleaseDate	SRA_Study	env_biome	env_feature	env_material	geo_loc_name	host	lat_lon	SEASON
207				468	SAMN07280230	SRX2960686	74	17	7	SRR5761187	SRS2317550	TZ_HADZA_207	26-Jan-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
206				474	SAMN07280229	SRX2960687	73	11	5	SRR5761186	SRS2317551	TZ_HADZA_206	26-Jan-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
205				471	SAMN07280228	SRX2960688	72	12	5	SRR5761185	SRS2317552	TZ_HADZA_205	26-Jan-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
394				475	SAMN07280227	SRX2960689	71	19	8	SRR5761184	SRS2317553	TZ_HADZA_394	26-Jan-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
216				476	SAMN07280236	SRX2960690	80	11	5	SRR5761183	SRS2317554	TZ_HADZA_216	26-Jan-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
215				471	SAMN07280235	SRX2960691	79	14	6	SRR5761182	SRS2317555	TZ_HADZA_215	26-Jan-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
196				471	SAMN07280221	SRX2960792	65	16	7	SRR5761081	SRS2317656	TZ_HADZA_196	26-Jan-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
197				473	SAMN07280222	SRX2960793	66	16	7	SRR5761080	SRS2317657	TZ_HADZA_197	26-Jan-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
198				472	SAMN07280223	SRX2960794	67	13	6	SRR5761079	SRS2317658	TZ_HADZA_198	26-Jan-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
199				472	SAMN07280224	SRX2960795	68	14	6	SRR5761078	SRS2317659	TZ_HADZA_199	26-Jan-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
200				469	SAMN07280225	SRX2960796	69	15	7	SRR5761077	SRS2317660	TZ_HADZA_200	26-Jan-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
203				469	SAMN07280226	SRX2960797	70	16	7	SRR5761076	SRS2317661	TZ_HADZA_203	26-Jan-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
223				473	SAMN07280243	SRX2960836	87	14	6	SRR5761037	SRS2317700	TZ_HADZA_223	26-Jan-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
221				473	SAMN07280241	SRX2960838	85	14	6	SRR5761035	SRS2317702	TZ_HADZA_221	26-Jan-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
222				465	SAMN07280242	SRX2960839	86	13	6	SRR5761034	SRS2317703	TZ_HADZA_222	26-Jan-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
219				474	SAMN07280239	SRX2960840	83	14	6	SRR5761033	SRS2317704	TZ_HADZA_219	26-Jan-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
220				474	SAMN07280240	SRX2960841	84	13	6	SRR5761032	SRS2317705	TZ_HADZA_220	26-Jan-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
217				473	SAMN07280237	SRX2960842	81	12	5	SRR5761031	SRS2317706	TZ_HADZA_217	26-Jan-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
218				471	SAMN07280238	SRX2960843	82	14	6	SRR5761030	SRS2317707	TZ_HADZA_218	26-Jan-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
236				478	SAMN07280252	SRX2960710	96	13	5	SRR5761163	SRS2317574	TZ_HADZA_236	28-Jan-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
235				472	SAMN07280251	SRX2960711	95	12	5	SRR5761162	SRS2317575	TZ_HADZA_235	28-Jan-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
240				468	SAMN07280254	SRX2960712	98	12	5	SRR5761161	SRS2317576	TZ_HADZA_240	28-Jan-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
239				466	SAMN07280253	SRX2960713	97	12	5	SRR5761160	SRS2317577	TZ_HADZA_239	28-Jan-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
234				479	SAMN07280250	SRX2960716	94	15	6	SRR5761157	SRS2317580	TZ_HADZA_234	28-Jan-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
233				474	SAMN07280249	SRX2960717	93	15	7	SRR5761156	SRS2317581	TZ_HADZA_233	28-Jan-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
252				473	SAMN07280263	SRX2960818	107	13	6	SRR5761055	SRS2317682	TZ_HADZA_252	28-Jan-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
253				472	SAMN07280264	SRX2960819	108	11	5	SRR5761054	SRS2317683	TZ_HADZA_253	28-Jan-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
250				472	SAMN07280261	SRX2960820	105	14	6	SRR5761053	SRS2317684	TZ_HADZA_250	28-Jan-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
251				465	SAMN07280262	SRX2960821	106	13	6	SRR5761052	SRS2317685	TZ_HADZA_251	28-Jan-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
248				469	SAMN07280259	SRX2960822	103	14	6	SRR5761051	SRS2317686	TZ_HADZA_248	28-Jan-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
396				475	SAMN07280260	SRX2960823	104	18	8	SRR5761050	SRS2317687	TZ_HADZA_396	28-Jan-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
246				472	SAMN07280257	SRX2960824	101	14	6	SRR5761049	SRS2317688	TZ_HADZA_246	28-Jan-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
247				470	SAMN07280258	SRX2960825	102	14	6	SRR5761048	SRS2317689	TZ_HADZA_247	28-Jan-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
254				475	SAMN07280265	SRX2960826	109	13	6	SRR5761047	SRS2317690	TZ_HADZA_254	28-Jan-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
255				469	SAMN07280266	SRX2960827	110	13	6	SRR5761046	SRS2317691	TZ_HADZA_255	28-Jan-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
226				469	SAMN07280245	SRX2960834	89	13	6	SRR5761039	SRS2317698	TZ_HADZA_226	28-Jan-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
225				475	SAMN07280244	SRX2960837	88	15	6	SRR5761036	SRS2317701	TZ_HADZA_225	28-Jan-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
227				472	SAMN07280246	SRX2960915	90	13	6	SRR5760958	SRS2317779	TZ_HADZA_227	28-Jan-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
256				471	SAMN07280267	SRX2960933	111	13	6	SRR5760940	SRS2317796	TZ_HADZA_256	28-Jan-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
257				477	SAMN07280268	SRX2960932	112	14	6	SRR5760941	SRS2317797	TZ_HADZA_257	28-Jan-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
258				473	SAMN07280269	SRX2960935	113	15	7	SRR5760938	SRS2317800	TZ_HADZA_258	28-Jan-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
245				469	SAMN07280256	SRX2960968	100	14	6	SRR5760905	SRS2317832	TZ_HADZA_245	28-Jan-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
244				475	SAMN07280255	SRX2960979	99	16	7	SRR5760894	SRS2317843	TZ_HADZA_244	28-Jan-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
229				474	SAMN07280247	SRX2961001	91	8	3	SRR5760872	SRS2317864	TZ_HADZA_229	28-Jan-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
230				469	SAMN07280248	SRX2961000	92	13	6	SRR5760873	SRS2317865	TZ_HADZA_230	28-Jan-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
266				468	SAMN07280272	SRX2960928	116	12	5	SRR5760945	SRS2317792	TZ_HADZA_266	30-Jan-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
265				472	SAMN07280271	SRX2960929	115	13	6	SRR5760944	SRS2317793	TZ_HADZA_265	30-Jan-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
270				471	SAMN07280274	SRX2960930	118	14	6	SRR5760943	SRS2317794	TZ_HADZA_270	30-Jan-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
267				475	SAMN07280273	SRX2960931	117	16	7	SRR5760942	SRS2317795	TZ_HADZA_267	30-Jan-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
264				474	SAMN07280270	SRX2960934	114	14	6	SRR5760939	SRS2317798	TZ_HADZA_264	30-Jan-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
274				474	SAMN07280276	SRX2960936	120	16	7	SRR5760937	SRS2317799	TZ_HADZA_274	30-Jan-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
272				472	SAMN07280275	SRX2960937	119	13	6	SRR5760936	SRS2317801	TZ_HADZA_272	30-Jan-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
275				471	SAMN07280277	SRX2961012	121	13	6	SRR5760861	SRS2317876	TZ_HADZA_275	30-Jan-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
276				470	SAMN07280278	SRX2961013	122	12	5	SRR5760860	SRS2317877	TZ_HADZA_276	30-Jan-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
279				470	SAMN07280279	SRX2961014	123	16	7	SRR5760859	SRS2317878	TZ_HADZA_279	30-Jan-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
282				467	SAMN07280280	SRX2961015	124	13	6	SRR5760858	SRS2317879	TZ_HADZA_282	30-Jan-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
283				464	SAMN07280281	SRX2961016	125	13	6	SRR5760857	SRS2317880	TZ_HADZA_283	30-Jan-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
284				472	SAMN07280282	SRX2961017	126	15	6	SRR5760856	SRS2317881	TZ_HADZA_284	30-Jan-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
340				475	SAMN07280296	SRX2960778	140	11	5	SRR5761095	SRS2317642	TZ_HADZA_340	5-Apr-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
338				472	SAMN07280295	SRX2960779	139	11	5	SRR5761094	SRS2317643	TZ_HADZA_338	5-Apr-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
337				472	SAMN07280294	SRX2960780	138	15	6	SRR5761093	SRS2317644	TZ_HADZA_337	5-Apr-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
336				471	SAMN07280293	SRX2960781	137	13	6	SRR5761092	SRS2317645	TZ_HADZA_336	5-Apr-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
335				469	SAMN07280292	SRX2960782	136	12	5	SRR5761091	SRS2317646	TZ_HADZA_335	5-Apr-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
334				472	SAMN07280291	SRX2960783	135	12	5	SRR5761090	SRS2317647	TZ_HADZA_334	5-Apr-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
333				469	SAMN07280290	SRX2960784	134	11	5	SRR5761089	SRS2317648	TZ_HADZA_333	5-Apr-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
332				476	SAMN07280289	SRX2960785	133	13	6	SRR5761088	SRS2317649	TZ_HADZA_332	5-Apr-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
331				475	SAMN07280288	SRX2960786	132	15	6	SRR5761087	SRS2317650	TZ_HADZA_331	5-Apr-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
330				478	SAMN07280287	SRX2960787	131	12	5	SRR5761086	SRS2317651	TZ_HADZA_330	5-Apr-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
341				472	SAMN07280297	SRX2960908	141	13	6	SRR5760965	SRS2317770	TZ_HADZA_341	5-Apr-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
